year,month,rank,title,views
2020,5,191,Zwierzęta objęte ścisłą ochroną gatunkową w Polsce (2014–2017),49749
2020,5,202,Andrzej Bizoń,48456
2020,5,259,Jakub Strzyczkowski,42815
2020,5,263,Wojciech Mann,42551
2020,5,356,Pierwszy Prezes Sądu Najwyższego,36206
2020,5,410,Piotr Kaczkowski,33482
2020,5,495,Piotr Ferster,30398
2020,5,549,Małgorzata Rozenek-Majdan,28771
2020,5,561,Polska czerwona księga zwierząt,28414
2020,5,576,Dorota Szelągowska,28016
2020,5,655,Polska czerwona księga roślin,26280
2020,5,710,Marian Lichtman,25307
2020,5,741,Jessica Mercedes Kirschner,24753
2020,5,747,Marcin Kydryński,24559
2020,5,797,KORWiN,23710
2020,5,801,Historia Polski (do 1138),23650
2020,5,820,Kształtowanie się granic II Rzeczypospolitej,23420
2020,5,835,Osadnik Gajówka,23191
2020,5,839,Klocuch,23180
2020,5,840,Deklinacja w języku polskim,23163
2020,5,849,Gliniarze (serial telewizyjny),23022
2020,5,886,Vox (zespół muzyczny),22597
2020,5,888,Ślub od pierwszego wejrzenia,22584
2020,5,913,Lista odcinków serialu Świat według Kiepskich,22319
2020,5,945,Rinke Rooyens,22053
2020,6,30,Jak zostałem gangsterem. Historia prawdziwa,90461
2020,6,51,Wybory prezydenckie w Polsce w 2020 roku (pierwsze),66162
2020,6,59,Wybory prezydenckie w Polsce w 2020 roku,59344
2020,6,72,Małgorzata Rozenek-Majdan,54145
2020,6,94,Jarosław Sokołowski (gangster),46746
2020,6,105,Jakub Wons,44141
2020,6,123,W głębi lasu,41838
2020,6,124,Nicole Sochacki-Wójcicka,41545
2020,6,127,Osadnik Gajówka,40798
2020,6,134,Chada,39947
2020,6,257,Piotr Ferster,29416
2020,6,346,Egzamin maturalny,24935
2020,6,351,Magdalena Korzekwa-Kaliszuk,24749
2020,6,379,Antifa w Polsce,23755
2020,6,400,Joanna Przetakiewicz,23140
2020,6,408,KORWiN,22943
2020,6,415,Jan Śpiewak (działacz społeczny),22786
2020,6,430,Rinke Rooyens,22369
2020,6,436,Hot16Challenge,22264
2020,6,540,Lista odcinków serialu Świat według Kiepskich,20462
2020,6,548,Ryszard Adamus,20317
2020,6,581,Jolka (krzyżówka),19789
2020,6,628,Bronisław Trzaskowski,19213
2020,6,671,Stopnie naukowe w Polsce,18495
2020,6,675,Przemysław Kossakowski,18416
2020,6,686,Boże Ciało,18266
2020,6,726,Danuta Holecka,17623
2020,6,774,Wykaz ras psów agresywnych,17131
2020,6,814,Firmanctwo,16625
2020,6,859,Deklinacja w języku polskim,16144
2020,6,865,Szkolna skala ocen w Polsce,16118
2020,6,911,Zwierzęta objęte ścisłą ochroną gatunkową w Polsce (2014–2017),15698
2020,6,941,Egzamin ósmoklasisty,15412
2020,6,973,Partia obrotowa,15198
2020,7,6,Sławomir Nowak,176686
2020,7,25,Dariusz Zawadka,87968
2020,7,86,Paulina Andrzejewska,44503
2020,7,93,Wybory prezydenckie w Polsce w 2020 roku (pierwsze),44248
2020,7,136,Paweł Wroński,36137
2020,7,175,Ewa Milde-Prus,32074
2020,7,181,Piotr Natanek,31796
2020,7,183,Chada,31665
2020,7,193,Adam Pieczyński,30680
2020,7,197,Piotr Ferster,30493
2020,7,211,Stanisław Karpiel-Bułecka,29567
2020,7,270,Milano (zespół muzyczny),25976
2020,7,352,Piotr Patkowski,23196
2020,7,357,Jacek Czyż,23118
2020,7,393,Borys Mańkowski,21938
2020,7,411,Michał Giercuszkiewicz,21441
2020,7,425,KORWiN,20950
2020,7,433,Jarosław Sokołowski (gangster),20603
2020,7,449,Danuta Holecka,20276
2020,7,472,Wykaz ras psów agresywnych,19699
2020,7,490,Jolanta Pieńkowska,19352
2020,7,550,Jolka (krzyżówka),18434
2020,7,570,Jak zostałem gangsterem. Historia prawdziwa,18078
2020,7,601,Wybory prezydenckie w Polsce w 2020 roku,17515
2020,7,630,Lista odcinków serialu Świat według Kiepskich,17164
2020,7,655,Osadnik Gajówka,16893
2020,7,670,Michał Wójcik (komik),16707
2020,7,722,Sergiusz Fabian Sawicki,16000
2020,7,724,Inflacja w Polsce,15963
2020,7,750,Stopnie naukowe w Polsce,15750
2020,7,752,Fame MMA,15743
2020,7,776,Dorota Szelągowska,15574
2020,7,783,Małgorzata Rozenek-Majdan,15473
2020,7,787,Marcin Wrzosek,15448
2020,7,836,Łukasz Rybarski,14878
2020,7,874,Bronisław Trzaskowski,14609
2020,7,962,Zenek,13890
2020,8,58,Piotr Patkowski,52941
2020,8,86,Wanda Buk,42488
2020,8,115,Oczyszczalnia Ścieków „Czajka”,38750
2020,8,167,Chada,32500
2020,8,177,Fame MMA,31622
2020,8,233,Przełomowe bitwy w historii świata,28072
2020,8,235,Małgorzata Halber,27894
2020,8,281,Piękni i Młodzi,25672
2020,8,331,Wykaz ras psów agresywnych,23290
2020,8,357,Milano (zespół muzyczny),22500
2020,8,381,Tamara Gonzalez Perea,22183
2020,8,387,Dorota Szelągowska,22133
2020,8,427,Piotr Woźniak-Starak,20988
2020,8,436,Marian Ziółkowski,20760
2020,8,452,Osadnik Gajówka,20391
2020,8,499,Przemysław Kossakowski,19250
2020,8,517,Agnieszka Woźniak-Starak,18769
2020,8,518,Gliniarze (serial telewizyjny),18746
2020,8,561,Sławomir Świerzyński,18113
2020,8,570,Maja Popielarska,17995
2020,8,595,Dyskografia Ewy Demarczyk,17763
2020,8,702,Lista najwyższych szczytów górskich w Polsce,16331
2020,8,708,Classic,16261
2020,8,713,Jerzy Kalibabka,16224
2020,8,724,Aleksander Milwiw-Baron,16068
2020,8,725,Jolka (krzyżówka),16065
2020,8,726,Sprawiedliwi – Wydział Kryminalny,16058
2020,8,752,Lista odcinków serialu Świat według Kiepskich,15890
2020,8,777,Jolanta Pieńkowska,15592
2020,8,890,Elwira Mejk,14457
2020,8,973,Jarosław Sokołowski (gangster),13764
2020,8,979,Stopnie naukowe w Polsce,13714
2020,10,19,Agnieszka Fatyga,122378
2020,10,59,Jerzy Kalibabka,68695
2020,10,60,Dorota Kawęcka,68179
2020,10,86,Aleksander Milwiw-Baron,55276
2020,10,101,Przemysław Kossakowski,52231
2020,10,106,Arnold Boczek,50826
2020,10,121,Protesty przeciwko zaostrzeniu przepisów dotyczących aborcji w Polsce,48583
2020,10,128,Dzień Edukacji Narodowej,46056
2020,10,130,Antifa w Polsce,45800
2020,10,168,Dorota Szelągowska,41537
2020,10,191,Małgorzata Domagalik,38846
2020,10,192,Joanna Przetakiewicz,38794
2020,10,216,Rinke Rooyens,36536
2020,10,245,Stan nadzwyczajny,34552
2020,10,250,Love Island. Wyspa miłości,33890
2020,10,263,Hotel Paradise,33039
2020,10,284,Michał Kempa,32171
2020,10,287,Fame MMA,31956
2020,10,297,Chada,31485
2020,10,299,Grupy Szturmowe,31265
2020,10,374,Wykaz ras psów agresywnych,27677
2020,10,474,Stopnie naukowe w Polsce,24327
2020,10,480,Antoni Pszoniak,24175
2020,10,491,Kamila Boruta,23842
2020,10,492,Stan wojenny w Polsce,23838
2020,10,548,Lista odcinków serialu Świat według Kiepskich,22727
2020,10,603,Kamienie na szaniec,21691
2020,10,657,Deklinacja w języku polskim,20659
2020,10,677,Molesta Ewenement,20373
2020,10,693,Karol Dziuba,20218
2020,10,701,Marian Paździoch,20052
2020,10,724,Paweł Rozwadowski,19708
2020,10,804,Ninja Warrior Polska,18520
2020,10,809,Grzmot (symbol),18469
2020,10,814,Królestwo kobiet,18437
2020,10,834,Wojciech Mann,18204
2020,10,848,"Felix, Net i Nika oraz Gang Niewidzialnych Ludzi",18068
2020,10,886,Jolanta Pieńkowska,17715
2020,10,905,Sprawiedliwi – Wydział Kryminalny,17473
2020,10,917,Jerzy Błaszczyk,17334
2020,10,982,Zakochani po uszy,16744
2020,11,33,Fame MMA,136850
2020,11,113,Piotr Patkowski,62036
2020,11,149,Protesty przeciwko zaostrzeniu przepisów dotyczących aborcji w Polsce,52590
2020,11,200,Agnieszka Fatyga,44568
2020,11,263,Hotel Paradise,40378
2020,11,270,Gambit królowej,40105
2020,11,279,Aleksander Milwiw-Baron,39770
2020,11,284,Sławomir Świerzyński,39593
2020,11,310,Antifa w Polsce,37901
2020,11,331,Dorota Szelągowska,36862
2020,11,401,Chada,33825
2020,11,424,Jerzy Kalibabka,32866
2020,11,435,Kamienie na szaniec,32537
2020,11,459,Wielka improwizacja,31566
2020,11,524,Filip Gurłacz,29527
2020,11,589,Dziady część II,28154
2020,11,765,Deklinacja w języku polskim,23899
2020,11,824,Czasowniki modalne w języku niemieckim,23066
2020,11,867,Wykaz ras psów agresywnych,22629
2020,11,897,Tomasz Kammel,22202
2020,11,904,Gustaw (Dziady),22087
2020,11,915,Ludzie i bogowie,21959
2020,11,926,Błażej Król,21891
2020,11,930,Lista odcinków serialu Świat według Kiepskich,21855
2020,11,944,Trawienie u człowieka,21712
2020,11,970,Wiktor Bater,21258
2021,1,21,Złomowisko PL,163188
2021,1,45,Lista skoczków narciarskich ze zwycięstwem w Pucharze Świata,94662
2021,1,78,Marta Przybora,70856
2021,1,100,Roman Frankl,60486
2021,1,131,Reprezentacja Polski w skokach narciarskich,51870
2021,1,156,Kamila Sammler,49090
2021,1,168,Monique Lehman,47866
2021,1,205,Wiktor Osiecki,44054
2021,1,210,Fame MMA,43521
2021,1,226,Edward Miszczak,41214
2021,1,251,Maja Frykowska,38884
2021,1,254,Marian Paździoch,38623
2021,1,291,Chada,36104
2021,1,335,Ewa Maria Morelle,33536
2021,1,364,Jacek Zejdler,32200
2021,1,368,Vox (zespół muzyczny),32117
2021,1,398,Zima stulecia,30761
2021,1,481,Artur Bartłomiej Chmielewski,27725
2021,1,505,Marta Manowska,27145
2021,1,522,Jerzy Zięba,26701
2021,1,549,Zbigniew Gaciong,26060
2021,1,560,Lista odcinków serialu Świat według Kiepskich,25885
2021,1,586,Mariusz Czajka,25342
2021,1,647,Radosław Kotarski,24187
2021,1,682,Przemysław Kossakowski,23467
2021,1,722,Wojciech Wieteska,22663
2021,1,723,Małgorzata Rozenek-Majdan,22590
2021,1,729,Milano (zespół muzyczny),22558
2021,1,771,Maciej Zięba (dominikanin),21878
2021,1,794,Jan Śpiewak (działacz społeczny),21538
2021,1,812,Zenek,21195
2021,1,824,Dorota Szelągowska,21021
2021,1,918,Wojciech Mann,19936
2021,1,921,Zakochani po uszy,19899
2021,2,20,Fame MMA,98414
2021,2,169,Klątwa (dramat),40227
2021,2,198,Molesta Ewenement,37143
2021,2,276,Piotr Suchora,32318
2021,2,372,Polscy medaliści zimowych igrzysk olimpijskich,28068
2021,2,379,Chada,27776
2021,2,478,Lista odcinków serialu Świat według Kiepskich,25004
2021,2,493,Czasowniki modalne w języku niemieckim,24722
2021,2,516,Radosław Kotarski,24242
2021,2,562,Rolnictwo w Afryce,23472
2021,2,573,Elżbieta Kowalewska,23226
2021,2,625,Dorota Szelągowska,22435
2021,2,692,Małgorzata Rozenek-Majdan,21209
2021,2,702,Kamienie na szaniec,21026
2021,2,703,Wielka improwizacja,21010
2021,2,717,Zima stulecia,20766
2021,2,790,Reprezentacja Polski w skokach narciarskich,19813
2021,2,816,Przemysław Kossakowski,19337
2021,2,848,Marcin Matczak,18950
2021,2,858,Tomasz Kammel,18864
2021,2,879,Deklinacja w języku polskim,18641
2021,2,886,Hotel Paradise,18551
2021,2,921,Stopnie naukowe w Polsce,18288
2021,2,975,Jacek Janczarski,17819
2021,2,990,Dance Dance Dance,17670
2021,3,5,Fame MMA,248216
2021,3,48,Ewa Mirowska,75421
2021,3,99,Love Island. Wyspa miłości,55216
2021,3,108,Beata Fudalej,53943
2021,3,138,Dance Dance Dance,49608
2021,3,238,Chada,39658
2021,3,247,Radosław Kotarski,38666
2021,3,314,Czasowniki modalne w języku niemieckim,34409
2021,3,315,Hotel Paradise,34394
2021,3,368,Aleksander Milwiw-Baron,31898
2021,3,403,Marcin Matczak,30504
2021,3,485,Piotr Semka,27977
2021,3,496,Lista odcinków programu Twoja twarz brzmi znajomo,27726
2021,3,509,Rafał Fudalej,27345
2021,3,649,Piotr Patkowski,24110
2021,3,679,Zofia Paryła,23475
2021,3,690,Agata Wątróbska,23275
2021,3,702,Natalia Niemen,23147
2021,3,770,Małgorzata Niemen,22092
2021,3,800,Przemysław Kossakowski,21629
2021,3,804,Lista odcinków serialu Świat według Kiepskich,21592
2021,3,820,Kamienie na szaniec,21349
2021,3,895,Piotr Majewski (ur. 1962),20157
2021,3,907,Sylwester Wardęga,20040
2021,3,927,Ninja Warrior Polska,19839
2021,3,969,Wielka improwizacja,19354
2021,4,14,Ekipa Friza,172308
2021,4,53,Marcin Matczak,75743
2021,4,55,Fame MMA,73501
2021,4,57,Dyskografia Krzysztofa Krawczyka,72547
2021,4,71,Mikołaj Müller,67694
2021,4,77,Marian Lichtman,65289
2021,4,150,Andrzej Kosmala,47548
2021,4,231,Agata Wątróbska,38870
2021,4,235,Hotel Paradise,38690
2021,4,256,Love Island. Wyspa miłości,36882
2021,4,265,Strój kociewski,36411
2021,4,309,Dance Dance Dance,33664
2021,4,337,Sławomir Nowak,31980
2021,4,355,Sławomir Kowalewski (ur. 1946),30988
2021,4,380,Tadeusz Sznuk,29966
2021,4,386,Dorota Szelągowska,29613
2021,4,438,Wykaz ras psów agresywnych,27977
2021,4,439,Czasowniki modalne w języku niemieckim,27941
2021,4,447,Lista odcinków programu Twoja twarz brzmi znajomo,27531
2021,4,518,Roman Kluska,25533
2021,4,558,Zwierzęta objęte ścisłą ochroną gatunkową w Polsce (2014–2017),24681
2021,4,565,Łukasz Jurkowski,24602
2021,4,578,Ninja Warrior Polska,24288
2021,4,644,Chada,23052
2021,4,702,Piotr Natanek,22124
2021,4,710,Joanna Przetakiewicz,22013
2021,4,742,Sonia Mietielica,21636
2021,4,809,Przemysław Kossakowski,20489
2021,4,825,Anna Matysiak,20254
2021,4,839,Tomasz Kammel,20082
2021,4,869,Polska czerwona księga zwierząt,19834
2021,4,929,Aleksander Milwiw-Baron,19188
2021,4,930,Lista odcinków serialu Świat według Kiepskich,19159
2021,4,961,Polska czerwona księga roślin,18755
2021,4,967,Stanisław Karpiel-Bułecka,18694
2021,5,9,Fame MMA,173619
2021,5,16,Ekipa Friza,123076
2021,5,169,Marcin Wiącek,37314
2021,5,179,Hotel Paradise,36467
2021,5,203,Jerzy Błaszczyk,34246
2021,5,238,Agata Wątróbska,31939
2021,5,328,Marcin Kindla,27243
2021,5,336,Dance Dance Dance,27032
2021,5,348,Święto Najświętszej Maryi Panny Królowej Polski,26686
2021,5,366,Sławomir Borewicz,26083
2021,5,370,Mateusz Gąsiewski,26019
2021,5,426,Stanisław Karpiel-Bułecka,24529
2021,5,470,Chada,23054
2021,5,479,Dorota Szelągowska,22683
2021,5,481,Lista odcinków programu Twoja twarz brzmi znajomo,22667
2021,5,484,Góry Towarne,22647
2021,5,488,To był rok!,22567
2021,5,489,Edward Miszczak,22557
2021,5,511,Tomasz Torres,22273
2021,5,664,Sprawiedliwi – Wydział Kryminalny,19849
2021,5,685,Czasowniki modalne w języku niemieckim,19459
2021,5,795,Łukasz Jurkowski,18142
2021,5,805,Anna Matysiak,18041
2021,5,867,Radoskór,17427
2021,5,868,Lista odcinków serialu Świat według Kiepskich,17421
2021,5,931,Wykaz ras psów agresywnych,16789
2021,5,956,Józef Papkin,16511
2021,5,961,Leszek Miszczyk,16451
2021,6,41,Ekipa Friza,65673
2021,6,92,Łukasz Jurkowski,44602
2021,6,155,Sylwia Dekiert,36310
2021,6,302,Maria Czubaszek,26639
2021,6,318,Fame MMA,25960
2021,6,398,Historia reprezentacji Polski w piłce nożnej mężczyzn,22644
2021,6,445,Hotel Paradise,21247
2021,6,448,Zbigniew Hałat,21161
2021,6,597,Tadeusz Łapiński (lekarz),18221
2021,6,661,Szkolna skala ocen w Polsce,17060
2021,6,664,Emil Stępień,17018
2021,6,702,Piotr Patkowski,16506
2021,6,821,Lista odcinków serialu Świat według Kiepskich,15017
2021,6,822,Małgorzata Rozenek-Majdan,15009
2021,6,877,Wykaz ras psów agresywnych,14456
2021,6,941,Trąby powietrzne w Polsce,13878
2021,7,24,Ekipa Friza,77861
2021,7,31,Marcin Wiącek,69497
2021,7,82,Przemysław Kossakowski,45498
2021,7,110,Robert Kochanek,41333
2021,7,169,Akop Szostak,34749
2021,7,208,Leszek Benke,31506
2021,7,264,Fame MMA,27762
2021,7,366,Dariusz Zawadka,23236
2021,7,380,Jan Janga-Tomaszewski,22792
2021,7,384,Andrzej Banasiak,22623
2021,7,420,Marcin Matczak,21618
2021,7,432,Dorota Szelągowska,21412
2021,7,452,Milano (zespół muzyczny),20891
2021,7,471,Motyle dzienne Polski,20395
2021,7,503,Paweł Słomiński,19689
2021,7,523,Historyczne tablice rejestracyjne w Polsce,19258
2021,7,552,Lista odcinków serialu Świat według Kiepskich,18857
2021,7,625,Piotr Patkowski,17809
2021,7,683,Zbigniew Hałat,16766
2021,7,696,Spotkanie z Balladą,16633
2021,7,701,Jerzy Błaszczyk,16579
2021,7,726,Jacek Łęski,16295
2021,7,756,Wykaz ras psów agresywnych,15989
2021,7,777,Fundusz Obsługi Zadłużenia Zagranicznego,15829
2021,7,845,Chada,15104
2021,7,900,Numery kierunkowe w Polsce,14524
2021,7,968,Małgorzata Rozenek-Majdan,13951
2021,7,969,Polscy medaliści letnich igrzysk olimpijskich,13945
2021,8,30,Edward Miszczak,81851
2021,8,31,Fame MMA,81087
2021,8,44,Ekipa Friza,68708
2021,8,122,Reasumpcja,43661
2021,8,127,Oddział Zamknięty,43117
2021,8,169,Polscy medaliści letnich igrzysk olimpijskich,37566
2021,8,186,Anna Kornecka (prawnik),36297
2021,8,197,Gabi Drzewiecka,34851
2021,8,236,Jacek Łęski,31791
2021,8,286,Robert Żarczyński,28775
2021,8,299,Robert Kochanek,27924
2021,8,338,Felicjan Andrzejczak,26273
2021,8,389,Borys Mańkowski,24596
2021,8,397,Lista członków zespołu Budka Suflera,24144
2021,8,403,Kortez,23875
2021,8,414,Agnieszka Mrozińska,23176
2021,8,416,Numery kierunkowe w Polsce,23089
2021,8,432,Maciej Balcar,22576
2021,8,529,Emerytura olimpijska,20250
2021,8,558,Marcin Matczak,19835
2021,8,564,Agnieszka Woźniak-Starak,19703
2021,8,585,Marta Cugier,19288
2021,8,596,Chada,19102
2021,8,661,Dominika Gawęda,18327
2021,8,681,Lista odcinków serialu Świat według Kiepskich,18061
2021,8,808,Dorota Szelągowska,16583
2021,8,934,Łukasz Mejza,15145
2021,8,940,Diana Rudnik,15077
2021,8,947,Gliniarze (serial telewizyjny),15031
2021,8,949,Karolina Korwin Piotrowska,15015
2021,8,961,Piotr Woźniak-Starak,14907
2021,8,978,Zakochani po uszy,14779
2021,9,10,Bezczel,155655
2021,9,48,Sosnowski (muzyk),66411
2021,9,58,Fame MMA,58432
2021,9,76,Reaktywność reaktora,48815
2021,9,119,Jan Wedel,38943
2021,9,123,Fort Boyard (polski program telewizyjny),38488
2021,9,155,Ekipa Friza,35510
2021,9,169,Maciej Zięba (dominikanin),33519
2021,9,199,Receptura (serial telewizyjny),30805
2021,9,204,Marcin Matczak,30277
2021,9,210,Dorota Szelągowska,30017
2021,9,224,Chada,29252
2021,9,281,Love Island. Wyspa miłości,26072
2021,9,322,Marcin Wrzosek,24521
2021,9,335,Jan Kliment (tancerz),24117
2021,9,394,Numery kierunkowe w Polsce,22336
2021,9,399,Grzegorz Markocki,22208
2021,9,419,Anna Szulc,21578
2021,9,450,Hotel Paradise,21050
2021,9,490,Michał Kempa,20266
2021,9,500,Lista odcinków programu Twoja twarz brzmi znajomo,20160
2021,9,572,Aleksandra Kwaśniewska,18864
2021,9,631,Łukasz Jurkowski,17915
2021,9,721,Borys Mańkowski,16724
2021,9,723,Emil Wedel,16708
2021,9,816,Aleksander Milwiw-Baron,15660
2021,9,830,Maciej Sawicki,15545
2021,9,903,Chłopiec w pasiastej piżamie,14835
2021,9,976,Tomasz Oświeciński,14288
2021,10,17,Fame MMA,112794
2021,10,36,Marcin Matczak,80214
2021,10,99,Dzień Edukacji Narodowej,44054
2021,10,117,Aleksander Milwiw-Baron,41325
2021,10,173,Lista odcinków programu Twoja twarz brzmi znajomo,33817
2021,10,228,Ekipa Friza,29605
2021,10,280,Hanna Żudziewicz,27334
2021,10,315,Łukasz Mejza,25842
2021,10,321,Zuzanna Leśniak,25619
2021,10,323,Jan Wedel,25526
2021,10,368,Jan Kliment (tancerz),24168
2021,10,371,Borys Mańkowski,24094
2021,10,394,Emil Stępień,23440
2021,10,416,Stowarzyszenie Roty Niepodległości,22720
2021,10,424,Dorota Szelągowska,22481
2021,10,431,Hotel Paradise,22146
2021,10,461,Marcin Wrzosek,21567
2021,10,478,Numery kierunkowe w Polsce,21108
2021,10,507,Love Island. Wyspa miłości,20735
2021,10,537,Joanna Przetakiewicz,20124
2021,10,569,Receptura (serial telewizyjny),19608
2021,10,643,Rafał Maserak,18381
2021,10,698,Chada,17780
2021,10,733,Jarosław Sokołowski (gangster),17389
2021,10,763,Tomasz Ciachorowski,16988
2021,10,795,Ninja Warrior Polska,16609
2021,10,802,Jerzy Kalibabka,16570
2021,10,803,Puginał,16560
2021,10,817,Jacek Jeschke,16386
2021,10,818,Stopnie naukowe w Polsce,16374
2021,10,844,Łukasz Jurkowski,16170
2021,10,874,Michał Kempa,15874
2021,10,894,Inflacja w Polsce,15624
2021,10,945,Kastor i Polluks,15283
2021,10,991,Czasowniki modalne w języku niemieckim,14813
2021,11,15,Fame MMA,116408
2021,11,45,Marcin Wrzosek,71325
2021,11,64,Łukasz Mejza,59913
2021,11,69,Kasjusz Życiński,57978
2021,11,101,Agnieszka Fatyga,45937
2021,11,106,Katarzyna Gärtner,45253
2021,11,138,Stowarzyszenie Roty Niepodległości,39936
2021,11,228,Robert Motyka,31681
2021,11,257,Aleksander Milwiw-Baron,29579
2021,11,329,Rafał Szatan,27220
2021,11,369,Sprawiedliwi – Wydział Kryminalny,25742
2021,11,380,Marcin Matczak,25522
2021,11,386,Andrzej Urny,25318
2021,11,464,Dorota Szelągowska,23141
2021,11,486,Ekipa Friza,22510
2021,11,495,Bogdan Łyszkiewicz,22367
2021,11,512,Hotel Paradise,21966
2021,11,561,Jan Młynarski,21086
2021,11,591,Andrzej Butruk,20691
2021,11,601,Lista odcinków programu Twoja twarz brzmi znajomo,20464
2021,11,628,Jarosław Sokołowski (gangster),19993
2021,11,646,Chada,19644
2021,11,762,Polskie przejścia graniczne z Białorusią,17995
2021,11,779,Numery kierunkowe w Polsce,17795
2021,11,790,Lista odcinków serialu Świat według Kiepskich,17615
2021,11,846,Krystian Kinastowski,17143
2021,11,895,Witold Odrobina,16497
2021,11,898,Inflacja w Polsce,16491
2021,11,943,Aleksandra Kwaśniewska,16076
2022,1,2,Andrzej Banasiak,580634
2022,1,10,Jarosław Sokołowski (gangster),208816
2022,1,29,Jak zostałem gangsterem. Historia prawdziwa,93669
2022,1,31,Janusz Prasol,92478
2022,1,46,Łódzka „ośmiornica”,78986
2022,1,50,Ryszard Bogucki,73147
2022,1,54,Sztos,68441
2022,1,63,Henryk Niewiadomski,64439
2022,1,65,Andrzej Nowak (gitarzysta),63837
2022,1,66,Mirosław Danielak,63531
2022,1,68,Leszek Danielak,63322
2022,1,118,Fame MMA,48107
2022,1,123,Przemysław Gąsiorowicz,47031
2022,1,142,Mariusz Ziomecki,44311
2022,1,167,Pjus,42375
2022,1,177,MMA-VIP,41285
2022,1,195,Vox (zespół muzyczny),38802
2022,1,204,Wiesław Niewiadomski,38305
2022,1,208,Marcin Matczak,38193
2022,1,216,Tymek,37355
2022,1,234,Stanisława Gierek,35745
2022,1,235,Piotr Patkowski,35583
2022,1,248,Adriana Kalska,34714
2022,1,275,Ryszard Forbrich,32514
2022,1,316,Paweł Wojtunik,30236
2022,1,321,Maxim w Gdyni,29837
2022,1,361,Jeremiasz Barański,28352
2022,1,391,Kazimierz Orzechowski (duchowny),27387
2022,1,403,Katarzyna Gärtner,26761
2022,1,434,Chada,25645
2022,1,435,Roman Kluska,25633
2022,1,453,Michał Gazda (aktor),25149
2022,1,531,Janusz Trela,23639
2022,1,555,Marek Medvesek,23294
2022,1,563,Witold Kopeć,23106
2022,1,568,Numery kierunkowe w Polsce,23035
2022,1,590,Marta Manowska,22590
2022,1,655,Zbigniew Mikołajewski (gangster),21550
2022,1,670,Inflacja w Polsce,21209
2022,1,682,Marian Ziółkowski,20943
2022,1,693,Ekipa Friza,20730
2022,1,707,Reprezentacja Polski w skokach narciarskich,20434
2022,1,718,Top Chef (Polska),20295
2022,1,725,Borys Mańkowski,20235
2022,1,769,Milano (zespół muzyczny),19723
2022,1,838,Aleksander Milwiw-Baron,18816
2022,1,905,Lista odcinków serialu Świat według Kiepskich,17990
2022,1,907,Maciej Zientarski,17988
2022,1,977,Polscy medaliści zimowych igrzysk olimpijskich,17353
2022,1,981,Igraszki z diabłem (Teatr Telewizji 1979),17332
2022,1,984,Strzelanina w Magdalence,17298
2022,1,987,Na sygnale (polski serial telewizyjny),17256
2022,2,41,Vox (zespół muzyczny),127394
2022,2,70,Polscy medaliści zimowych igrzysk olimpijskich,97168
2022,2,104,Fame MMA,73701
2022,2,127,Ryszard Forbrich,63016
2022,2,210,Andrzej Kozioł (piosenkarz),44855
2022,2,227,Andrzej Banasiak,42930
2022,2,231,Hell’s Kitchen. Piekielna kuchnia,42310
2022,2,326,Róże Europy,33362
2022,2,366,Izabella Łukomska-Pyżalska,30805
2022,2,382,Góry Towarne,29988
2022,2,427,Piotr Patkowski,27619
2022,2,459,Kasjusz Życiński,26581
2022,2,480,Sławomir Sikora (ur. 1964),25749
2022,2,543,Jarosław Sokołowski (gangster),23962
2022,2,565,Dariusz Tokarzewski,23464
2022,2,616,Anna Głogowska,22373
2022,2,657,Polskie przejścia graniczne z Ukrainą,21621
2022,2,761,Adriana Kalska,19654
2022,2,802,Numery kierunkowe w Polsce,19054
2022,2,913,Ekipa Friza,17594
2022,2,920,Lista czołgów Wojska Polskiego,17513
2022,2,927,Afera korupcyjna w polskiej piłce nożnej,17426
2022,2,955,Reprezentacja Polski w skokach narciarskich,17111
2022,3,105,Fame MMA,85986
2022,3,168,Karolina Korwin Piotrowska,63312
2022,3,192,Mask Singer,56265
2022,3,203,Chada,54816
2022,3,510,Maciej Radel,29897
2022,3,520,Patryk Cebulski,29670
2022,3,558,Hell’s Kitchen. Piekielna kuchnia,28177
2022,3,639,Lista odcinków programu Twoja twarz brzmi znajomo,25585
2022,3,665,Lista czołgów Wojska Polskiego,24940
2022,3,679,Polskie przejścia graniczne z Ukrainą,24528
2022,3,743,Aleksander Milwiw-Baron,22890
2022,3,746,Jacek Łęski,22859
2022,3,809,Love Island. Wyspa miłości,21591
2022,3,880,Numery kierunkowe w Polsce,20447
2022,3,914,Panteon Narodowy w Krakowie,19936
2022,3,922,Sławomir Sikora (ur. 1964),19777
2022,3,956,Żydzi chazarscy,19297
2022,4,47,Jacek Szymkiewicz,81847
2022,4,61,Stanisława Gierek,74632
2022,4,84,Mask Singer,62125
2022,4,99,Zbigniew Hałat,56324
2022,4,112,Fame MMA,53087
2022,4,130,Katarzyna Sokołowska,46724
2022,4,135,Czerwona kalina,45716
2022,4,227,Chada,34401
2022,4,272,Maciej Kurzajewski,31106
2022,4,318,Jacek Skubikowski,29261
2022,4,393,Lista odcinków programu Twoja twarz brzmi znajomo,26204
2022,4,406,Lista czołgów Wojska Polskiego,25854
2022,4,476,Aleksander Milwiw-Baron,23106
2022,4,498,Jarosław Wolski,22356
2022,4,513,Dorota Gardias (dziennikarka),21937
2022,4,517,Halina Winiarska,21864
2022,4,559,Bohdan Zdziennicki,20979
